AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
46,0.5051908397,1332,'4 4BR+','1960-1979',45400
41,0.1633891626,1076,'1 1BR','1960-1979',50000
30,0.3303529412,1077,'1 1BR','1960-1979',34000
57,0.1069090909,980,'3 3BR','-5',10500
29,0.12,980,'3 3BR','1960-1979',0
41,0.2988040478,805,'2 2BR','-5',26000
48,1.5704761905000002,1100,'3 3BR','1940-1959',3000
35,0.19051546390000001,1267,'4 4BR+','1960-1979',96000
48,1.3392366412,1075,'2 2BR','-5',0
-9,-9.0,966,'1 1BR','-5',-9
65,0.13028962300000002,1075,'2 2BR','1940-1959',28753
86,0.9,966,'1 1BR','1940-1959',0
50,0.1542857143,713,'1 1BR','1960-1979',35000
17,0.36288000000000004,966,'1 1BR','1960-1979',25000
48,0.1237738902,1771,'4 4BR+','-5',89001
61,0.0566153846,965,'3 3BR','1960-1979',117000
47,1.3232,995,'4 4BR+','1940-1959',15000
85,4.4625,1075,'2 2BR','1940-1959',0
47,0.1020224719,965,'3 3BR','1940-1959',53400
34,0.5760000000000001,965,'3 3BR','1940-1959',15000
-9,-9.0,775,'1 1BR','1940-1959',-9
40,0.1856,775,'1 1BR','1960-1979',6667
52,0.6761904762000001,775,'1 1BR','1960-1979',5400
17,0.2505714286,1095,'3 3BR','-5',42000
-9,-9.0,713,'1 1BR','1940-1959',-9
22,0.3296,713,'1 1BR','1960-1979',15000
42,0.4561403509000001,639,'2 2BR','-5',20520
59,0.1013006135,639,'2 2BR','-5',34000
40,0.4417777778,1095,'3 3BR','1940-1959',27000
72,0.6207272727,914,'2 2BR','1940-1959',0
55,0.5637606838,741,'2 2BR','-5',0
55,0.084672,1510,'3 3BR','1940-1959',62500
23,0.3768,847,'2 2BR','1960-1979',20000
38,0.494,1539,'2 2BR','1940-1959',0
33,0.2069090909,578,'1 1BR','1960-1979',33000
31,0.24695999999999999,966,'1 1BR','-5',50000
78,0.6057632074,966,'1 1BR','1940-1959',5200
26,0.22043478260000002,763,'1 1BR','1960-1979',36000
43,0.9813829787,763,'1 1BR','-5',4800
-9,-9.0,763,'1 1BR','1960-1979',-9
21,0.5755714286,1386,'4 4BR+','-5',23567
36,0.2998208955,1020,'2 2BR','-5',33500
29,0.26083333329999997,1242,'3 3BR','-5',18000
66,7.1416216216,1168,'3 3BR','1960-1979',0
66,0.1984285714,1786,'4 4BR+','1960-1979',0
54,0.07200000000000001,1771,'4 4BR+','1940-1959',158000
63,0.81,1625,'3 3BR','-5',12000
-9,-9.0,975,'1 1BR','1960-1979',-9
39,0.2529230769,1183,'2 2BR','1960-1979',52000
72,1.1290909090999999,966,'1 1BR','1940-1959',0
72,0.5139130435,2165,'4 4BR+','1940-1959',0
55,0.18075,2165,'4 4BR+','1960-1979',176000
51,0.49578050630000003,1204,'3 3BR','1960-1979',25000
44,0.4163265306,916,'3 3BR','-5',24500
52,0.3982388991,1510,'3 3BR','1960-1979',42000
62,0.18525,893,'0 Studio','-5',64000
44,0.3221688613,1075,'2 2BR','-5',29000
87,0.0621719457,903,'2 2BR','1960-1979',0
41,0.1598117647,1322,'3 3BR','-5',85000
50,0.9030800820999999,693,'1 1BR','-5',0
49,21.44,693,'1 1BR','-5',0
61,0.781770913,834,'2 2BR','1940-1959',2903
47,1.001,916,'3 3BR','1940-1959',12000
62,0.36475,1127,'4 4BR+','-5',48000
-9,-9.0,1242,'3 3BR','-5',-9
-9,-9.0,1077,'1 1BR','1960-1979',-9
41,0.325,1265,'2 2BR','1960-1979',48000
25,0.3378,1020,'2 2BR','-5',20000
47,0.047473904000000004,1403,'4 4BR+','1960-1979',95800
71,0.46393916350000003,2034,'4 4BR+','1940-1959',32000
49,0.2756571429,805,'2 2BR','1980-1989',35000
-9,-9.0,578,'0 Studio','1960-1979',-9
30,0.3384,1190,'3 3BR','1960-1979',20000
80,0.2033684211,817,'2 2BR','1940-1959',0
27,0.2948,693,'1 1BR','-5',30000
50,0.58896,1926,'4 4BR+','-5',20000
48,0.27827160489999997,1037,'3 3BR','1940-1959',48600
50,0.4338418431,1037,'3 3BR','1960-1979',22000
34,1.524,885,'2 2BR','-5',6000
39,0.1497297297,-9,'3 3BR','1960-1979',111000
58,0.0687567568,1272,'4 4BR+','1960-1979',270000
26,0.06,787,'3 3BR','1960-1979',51000
84,2.0222222222,966,'1 1BR','1940-1959',0
46,0.1635891892,2172,'4 4BR+','1960-1979',155000
39,0.3229655172,1342,'2 2BR','-5',54000
68,0.33303797469999996,1342,'2 2BR','1960-1979',0
32,0.1632,713,'1 1BR','-5',55000
45,0.37,713,'1 1BR','1960-1979',15600
50,0.1847272727,825,'2 2BR','-5',15000
68,0.32325,1075,'2 2BR','-5',32000
52,0.3879569892,1075,'2 2BR','1940-1959',26700
37,0.1888,1074,'3 3BR','1940-1959',30000
36,0.245,1625,'3 3BR','1940-1959',60000
45,0.3003428571,1771,'4 4BR+','1960-1979',35000
81,0.0624793388,1771,'4 4BR+','1940-1959',75000
68,0.1077247706,1625,'3 3BR','-5',109547
56,0.2411076923,965,'3 3BR','1940-1959',65000
68,0.1528205128,995,'4 4BR+','1940-1959',0
17,0.2131578947,966,'1 1BR','-5',75000
46,0.2101714286,966,'1 1BR','-5',35000
63,0.2319164265,1168,'3 3BR','1960-1979',50000
46,0.16416,798,'3 3BR','-5',25000
36,0.2002285714,798,'3 3BR','1940-1959',50000
69,0.616,980,'3 3BR','1960-1979',12500
81,0.1773007939,1232,'4 4BR+','1940-1959',22000
49,0.0920043455,1510,'3 3BR','-5',50002
36,0.27192982460000004,928,'2 2BR','-5',60000
48,0.23176119399999998,1322,'3 3BR','-5',30000
65,2.547752809,1075,'2 2BR','1940-1959',4000
-9,-9.0,981,'4 4BR+','-5',-9
61,0.35682539679999997,853,'4 4BR+','-5',27000
51,0.3992202729,741,'2 2BR','-5',23000
37,0.299755102,1183,'2 2BR','1940-1959',49000
68,0.2808182985,1183,'2 2BR','1960-1979',8000
44,0.3029032258,2080,'4 4BR+','1960-1979',24800
61,1.1488003782,1204,'3 3BR','1960-1979',18873
57,0.9514736842,1419,'4 4BR+','1940-1959',0
-9,-9.0,677,'1 1BR','1960-1979',-9
23,0.2648275862,817,'2 2BR','1960-1979',29000
24,0.2346511628,701,'1 1BR','-5',50000
21,0.4186666667,701,'1 1BR','-5',18000
69,0.24976744190000005,701,'1 1BR','1960-1979',0
41,0.11699999999999999,724,'2 2BR','1960-1979',14000
39,0.25115294120000003,947,'3 3BR','-5',85000
86,0.13616,1342,'2 2BR','1940-1959',30000
46,0.29706666670000004,1317,'2 2BR','1960-1979',45000
59,0.17856,1885,'3 3BR','1960-1979',25000
39,0.1260618557,1322,'3 3BR','-5',89000
41,0.27174193550000003,928,'2 2BR','-5',24000
45,0.1538181818,1229,'3 3BR','-5',85000
35,0.1092307692,763,'1 1BR','-5',68000
52,0.354,980,'3 3BR','1960-1979',12000
52,0.3482492582,980,'3 3BR','1960-1979',33700
28,0.21,594,'1 1BR','-5',36000
36,0.1905084746,2034,'4 4BR+','-5',110000
20,0.3942,701,'1 1BR','1960-1979',20000
63,0.1409142857,1625,'3 3BR','1940-1959',70000
24,0.4964,965,'3 3BR','1960-1979',30000
36,0.5443636364,1317,'2 2BR','1960-1979',22000
53,1.082,1098,'1 1BR','-5',0
57,0.1443,1075,'2 2BR','1960-1979',40000
49,0.5454545454999999,1075,'2 2BR','-5',24200
-9,-9.0,682,'0 Studio','1940-1959',-9
43,0.0824470588,966,'1 1BR','-5',170000
52,4.34,966,'1 1BR','1940-1959',3000
27,0.6447692308,893,'0 Studio','1960-1979',50000
44,0.2581463415,1074,'3 3BR','-5',41000
30,0.0798144712,1074,'3 3BR','1940-1959',107800
26,0.2627692308,1075,'2 2BR','-5',39000
20,0.29125,693,'1 1BR','1940-1959',4500
39,0.1304745763,980,'4 4BR+','-5',118000
81,0.2805,1127,'4 4BR+','-5',0
33,0.8488,1020,'2 2BR','-5',60000
38,0.1837647059,1676,'4 4BR+','1940-1959',65000
40,0.4392,1265,'2 2BR','1940-1959',30000
-9,-9.0,1242,'3 3BR','-5',-9
21,0.6169090909,1020,'2 2BR','-5',22000
38,0.2001333333,1242,'3 3BR','1940-1959',90000
71,0.4783783784,805,'2 2BR','1940-1959',0
61,0.297,1037,'3 3BR','1960-1979',40000
31,0.1819591837,761,'1 1BR','1960-1979',49000
50,0.08577391300000001,1420,'4 4BR+','1960-1979',115000
34,0.1947081712,1858,'4 4BR+','-5',124000
51,0.0428910891,834,'2 2BR','1940-1959',100000
44,0.36494117649999996,1159,'4 4BR+','1960-1979',55000
40,0.2095657646,1037,'3 3BR','1960-1979',68000
35,0.2712727273,1264,'4 4BR+','1960-1979',32900
31,0.1446666667,803,'1 1BR','1960-1979',54000
21,0.3375,906,'2 2BR','1960-1979',1600
-9,-9.0,803,'1 1BR','1960-1979',-9
-9,-9.0,803,'1 1BR','-5',-9
54,0.1181909548,483,'1 1BR','1960-1979',70000
46,0.3334201954,906,'2 2BR','-5',24000
21,0.1311428571,604,'2 2BR','1960-1979',70000
70,2.9540816327,1870,'3 3BR','1940-1959',0
21,0.3576,713,'1 1BR','1960-1979',20000
24,0.5150399999999999,1147,'3 3BR','1960-1979',25000
-9,-9.0,1118,'3 3BR','1960-1979',-9
-9,-9.0,966,'1 1BR','-5',-9
45,0.1803673469,1322,'3 3BR','1960-1979',98000
80,-1.0,966,'1 1BR','1960-1979',0
83,0.5887058824,709,'1 1BR','-5',0
62,0.2301473684,1771,'4 4BR+','1940-1959',95000
47,0.2141679389,1625,'3 3BR','1940-1959',131000
28,0.08732432429999999,1075,'2 2BR','1960-1979',148000
63,0.0483333333,966,'1 1BR','1940-1959',72000
59,0.0990909091,1168,'3 3BR','1960-1979',12000
75,0.08108108110000001,825,'2 2BR','1960-1979',15000
19,0.19269230769999998,830,'1 1BR','1960-1979',38000
19,2.164,484,'0 Studio','-5',3000
83,0.4979291302,639,'2 2BR','-5',0
73,0.1669565217,980,'3 3BR','1960-1979',18000
63,0.1457618728,1232,'4 4BR+','1940-1959',0
73,-1.0,1232,'4 4BR+','1960-1979',0
32,0.1370769231,1510,'3 3BR','1960-1979',130000
43,0.6222650602,1510,'3 3BR','1940-1959',0
49,0.0925263158,761,'1 1BR','1960-1979',38000
59,0.4413793103,914,'2 2BR','1940-1959',0
28,0.2876,1229,'3 3BR','1940-1959',60000
49,0.0475714286,1386,'4 4BR+','-5',140000
20,0.3192,1075,'2 2BR','1940-1959',50000
50,0.178038633,969,'3 3BR','-5',56000
25,0.281625,713,'1 1BR','1960-1979',32000
47,0.026952381,868,'2 2BR','1940-1959',122000
39,0.269952,868,'2 2BR','1960-1979',31250
37,0.2183414634,1183,'2 2BR','-5',82000
65,0.48431200700000004,2080,'4 4BR+','1960-1979',0
50,0.1122249216,1419,'4 4BR+','1960-1979',142000
66,0.1754482759,929,'2 2BR','1960-1979',17000
46,0.3176470588,929,'2 2BR','1960-1979',17000
25,0.3044,682,'0 Studio','1940-1959',30000
37,0.2956,775,'1 1BR','1940-1959',30000
31,0.48837209299999995,1190,'3 3BR','1960-1979',15600
21,0.35907182320000003,888,'2 2BR','1960-1979',22625
19,3.0857142857,1490,'3 3BR','1940-1959',3500
59,0.2892933552,947,'3 3BR','1960-1979',44502
53,0.2485333333,902,'3 3BR','1960-1979',45000
39,0.9110344828,1626,'4 4BR+','1940-1959',17000
68,0.10091872789999999,2293,'4 4BR+','1960-1979',0
47,0.42616216219999997,2498,'4 4BR+','1940-1959',74000
79,3.93,916,'3 3BR','1940-1959',0
-9,-9.0,703,'2 2BR','-5',-9
28,0.28264285710000003,1317,'2 2BR','1940-1959',56000
64,0.1345,1075,'2 2BR','1960-1979',0
60,0.0793548387,1322,'3 3BR','1960-1979',124000
49,0.0686213592,1457,'3 3BR','1940-1959',103000
48,0.2588571429,1313,'2 2BR','1960-1979',0
28,0.3636923077000001,928,'2 2BR','-5',26000
40,0.24254032260000002,928,'2 2BR','1940-1959',19200
-9,-9.0,815,'1 1BR','1960-1979',-9
58,0.6448695652,2302,'4 4BR+','1940-1959',0
44,0.17628,965,'3 3BR','1940-1959',100000
31,0.1390640394,806,'2 2BR','1940-1959',65000
46,0.1626782609,995,'4 4BR+','1940-1959',115000
77,0.1147786541,1662,'4 4BR+','-5',36975
57,0.08816326529999999,969,'3 3BR','1940-1959',98000
56,1.85952,1725,'3 3BR','1960-1979',0
79,0.2213333333,1725,'3 3BR','1940-1959',0
27,0.1221818182,966,'1 1BR','1960-1979',55000
38,0.1229142857,775,'1 1BR','1940-1959',70000
57,0.2992,775,'1 1BR','1940-1959',22500
34,0.3262909091,1510,'3 3BR','-5',0
64,0.1261632701,1228,'4 4BR+','-5',20000
66,0.08435294119999999,1068,'4 4BR+','1960-1979',0
58,0.05154228860000002,1075,'2 2BR','1940-1959',38000
48,0.2909333333,893,'0 Studio','-5',45000
51,0.3042461538,773,'3 3BR','-5',65000
84,0.5691666667,652,'2 2BR','1940-1959',0
86,0.2975,640,'2 2BR','-5',0
47,0.2115789474,531,'1 1BR','1960-1979',3800
65,2.8165007112000002,803,'1 1BR','1960-1979',0
-9,-9.0,1322,'3 3BR','1940-1959',-9
25,0.1153043478,1429,'4 4BR+','-5',115000
57,0.2425714286,1175,'3 3BR','1960-1979',32000
37,0.7251428570999999,578,'1 1BR','-5',0
39,0.2997020854,1020,'2 2BR','1960-1979',40280
81,0.4360344828,891,'1 1BR','-5',10000
38,0.6363636364,1029,'1 1BR','1960-1979',17160
70,0.0625,805,'2 2BR','1940-1959',24000
80,12.227353464,805,'2 2BR','1940-1959',0
33,3.015,914,'2 2BR','1960-1979',0
43,0.1632,1175,'3 3BR','-5',160000
84,0.4208,1512,'3 3BR','-5',0
45,2.206,1676,'4 4BR+','-5',6000
43,0.0433411765,1076,'1 1BR','-5',85000
72,0.6677419354999999,1045,'1 1BR','1960-1979',0
50,1.2155440415,1232,'4 4BR+','1960-1979',0
52,0.16580107789999998,733,'2 2BR','1960-1979',102000
80,0.1849959205,805,'2 2BR','1940-1959',0
39,0.2229473684,805,'2 2BR','1940-1959',38000
26,4.6725663717,906,'2 2BR','1960-1979',0
47,8.4930747922,972,'1 1BR','-5',0
34,0.2161714286,676,'2 2BR','-5',70000
33,0.35791999999999996,966,'1 1BR','1960-1979',75000
76,0.1078309859,1870,'3 3BR','1960-1979',8808
65,0.20083160079999998,2293,'4 4BR+','1960-1979',0
42,0.833734112,972,'1 1BR','-5',10000
25,0.3225,580,'0 Studio','1940-1959',24000
-9,-9.0,638,'1 1BR','1960-1979',-9
29,0.3343636364,1313,'2 2BR','1960-1979',44000
19,0.9258461537999999,1313,'2 2BR','1960-1979',13000
27,0.1849846154,1107,'1 1BR','1960-1979',65000
49,0.1584,1006,'3 3BR','1940-1959',40000
55,1.358922009,1360,'4 4BR+','1990-1999',0
39,1.1064,1075,'2 2BR','1990-1999',15000
92,0.1110843953,1074,'3 3BR','1940-1959',0
76,0.3290554565,1251,'4 4BR+','1940-1959',0
37,0.18461538460000002,1625,'3 3BR','1940-1959',117000
53,0.1575,1625,'3 3BR','1940-1959',128000
41,0.24,1625,'3 3BR','1940-1959',66000
22,0.5916,1075,'2 2BR','1940-1959',30000
50,0.23948571429999999,995,'4 4BR+','1960-1979',70000
46,0.1745922747,965,'3 3BR','1960-1979',68900
45,0.34,743,'0 Studio','1940-1959',12000
48,1.6584,775,'1 1BR','1960-1979',5000
38,1.8456,1308,'4 4BR+','-5',0
23,0.2431428571,752,'2 2BR','1960-1979',42000
-9,-9.0,830,'1 1BR','1960-1979',-9
37,0.28600000000000003,830,'1 1BR','1940-1959',24000
35,0.15558260869999999,998,'2 2BR','1940-1959',115000
50,0.510625,1190,'3 3BR','1960-1979',12000
55,0.2847689675,1190,'3 3BR','1960-1979',35000
73,0.5888573639,761,'1 1BR','1960-1979',0
36,0.1470588235,1147,'3 3BR','1960-1979',51000
73,4.56,1510,'3 3BR','1960-1979',0
31,1.044,928,'2 2BR','-5',16000
46,0.3059768638,928,'2 2BR','1940-1959',56000
49,0.1912751678,1042,'3 3BR','1960-1979',50000
31,0.29887218050000003,966,'1 1BR','1960-1979',32560
50,0.861878453,531,'1 1BR','1960-1979',0
78,10.488,798,'3 3BR','-5',0
23,0.08911111109999999,531,'1 1BR','1960-1979',0
62,0.14042553189999998,1147,'3 3BR','-5',42500
45,0.2236842105,1147,'3 3BR','1960-1979',42000
38,0.270443787,2080,'4 4BR+','1960-1979',135000
61,0.1885714286,694,'2 2BR','1940-1959',28000
41,0.4734545455,817,'2 2BR','-5',22000
57,0.2400881057,701,'1 1BR','-5',9000
32,0.22025906739999998,1261,'3 3BR','1940-1959',77000
39,0.0,1332,'3 3BR','1960-1979',28000
47,1.5959999999999999,972,'1 1BR','1960-1979',6000
47,0.5303030303,694,'2 2BR','1960-1979',6000
-9,-9.0,577,'1 1BR','-5',-9
53,0.1771735694,2293,'4 4BR+','1960-1979',54000
29,1.686,703,'2 2BR','1960-1979',4000
27,1.992,1045,'1 1BR','1960-1979',5000
36,0.18430434780000002,998,'2 2BR','-5',92000
29,0.24880733940000002,779,'2 2BR','1960-1979',32000
51,0.4309677419,966,'1 1BR','1940-1959',90000
36,0.12551552800000002,966,'1 1BR','1940-1959',80000
71,0.0596864236,1232,'4 4BR+','1940-1959',20300
53,0.0749647059,980,'3 3BR','1960-1979',85000
71,0.2869090909,969,'3 3BR','-5',0
-9,-9.0,1313,'2 2BR','1960-1979',-9
33,0.2086153846,1889,'3 3BR','1960-1979',91000
30,0.2328,1006,'3 3BR','1960-1979',55000
72,0.11238938050000001,928,'2 2BR','-5',0
-9,-9.0,1020,'2 2BR','-5',-9
26,0.2702727844,1914,'4 4BR+','-5',80002
52,0.3134117647,1693,'4 4BR+','1940-1959',34000
43,0.1725,577,'1 1BR','1960-1979',40000
57,1.5167186803000001,577,'1 1BR','1960-1979',0
60,0.19146341460000002,1225,'2 2BR','-5',0
58,0.2663185379,868,'3 3BR','1960-1979',26000
49,0.1387777778,995,'4 4BR+','1960-1979',108000
57,0.1781052632,965,'3 3BR','1960-1979',76000
70,3.3037037037,965,'3 3BR','1960-1979',0
43,0.18738461539999998,594,'1 1BR','-5',26000
79,0.8106844741,2080,'4 4BR+','1960-1979',0
47,0.1128585366,1725,'3 3BR','-5',102500
77,0.2016,1593,'4 4BR+','1940-1959',0
70,0.3297690334,1098,'1 1BR','1960-1979',0
32,0.6394285714,1317,'2 2BR','1940-1959',21000
36,0.1515,1317,'2 2BR','1960-1979',160000
34,0.3028571429,1317,'2 2BR','1960-1979',46500
46,0.2634666667,966,'1 1BR','1960-1979',45000
41,0.2535,775,'1 1BR','1960-1979',32000
34,0.7316666667,775,'1 1BR','1960-1979',14400
47,0.2672,1510,'3 3BR','-5',120000
71,0.02712,1124,'2 2BR','1940-1959',0
45,-1.0,1816,'4 4BR+','1940-1959',0
39,0.2729142857,888,'2 2BR','-5',52000
58,0.024008515299999998,888,'2 2BR','-5',0
24,0.55,837,'2 2BR','-5',12000
34,0.22931506850000002,966,'1 1BR','1960-1979',50000
42,0.6552,847,'2 2BR','1960-1979',0
39,0.281,829,'3 3BR','-5',36000
-9,-9.0,652,'2 2BR','-5',-9
51,0.18054545449999998,616,'2 2BR','1940-1959',44000
46,0.1617137293,829,'3 3BR','1960-1979',102700
73,0.2628,807,'3 3BR','1960-1979',0
32,0.4142,2637,'4 4BR+','1960-1979',180000
58,0.2095102041,2293,'4 4BR+','1960-1979',98000
44,0.3716,853,'4 4BR+','1960-1979',30000
30,0.1484705882,1100,'3 3BR','1940-1959',102000
66,0.1848876404,787,'3 3BR','1960-1979',58000
26,0.1404878049,1364,'3 3BR','1940-1959',82000
52,0.17856,703,'2 2BR','1940-1959',50000
33,0.1559400998,703,'2 2BR','1960-1979',60000
33,0.20842105260000002,1020,'2 2BR','1960-1979',57000
-9,-9.0,1020,'2 2BR','-5',-9
55,0.19772307690000002,914,'2 2BR','1960-1979',61000
34,0.0989387755,1095,'3 3BR','-5',98000
45,0.276,914,'2 2BR','1960-1979',27000
45,0.1858405346,1429,'4 4BR+','-5',0
71,0.1040446927,1429,'4 4BR+','1960-1979',0
33,0.28168421050000003,1175,'3 3BR','-5',95000
30,0.3280615385,1513,'3 3BR','-5',65000
69,0.1381903643,1132,'4 4BR+','1960-1979',46000
61,0.2099340659,1512,'3 3BR','1940-1959',70000
75,0.1806896552,1512,'3 3BR','1940-1959',12000
77,0.3755579171,1265,'2 2BR','-5',0
86,0.4311627907,622,'2 2BR','1960-1979',12000
68,0.5025,1187,'2 2BR','1960-1979',10800
85,0.2357142857,980,'3 3BR','1960-1979',0
-9,-9.0,669,'1 1BR','1960-1979',-9
45,0.3750857143,1100,'3 3BR','1960-1979',35000
56,0.13885714289999998,578,'1 1BR','1940-1959',35000
-9,-9.0,676,'2 2BR','-5',-9
43,0.19369565219999998,1100,'3 3BR','-5',92000
41,0.1068371191,604,'2 2BR','1960-1979',70000
44,-1.0,966,'1 1BR','-5',0
76,0.4794871795,966,'1 1BR','1940-1959',0
35,0.2855,1625,'3 3BR','-5',120000
51,0.36,1625,'3 3BR','-5',86000
67,0.06465846410000001,1147,'3 3BR','1960-1979',46440
34,0.1408333333,1084,'2 2BR','-5',0
43,0.1687298748,1234,'4 4BR+','-5',98000
45,0.4113676732,1234,'4 4BR+','1960-1979',45500
47,0.28537122989999997,972,'3 3BR','1960-1979',45000
77,0.317480315,963,'3 3BR','1940-1959',0
36,0.1968,691,'1 1BR','-5',15000
82,0.1350857143,1075,'2 2BR','1960-1979',13000
51,0.2153142857,1322,'3 3BR','1940-1959',70000
89,0.2724839835,607,'2 2BR','1960-1979',0
69,0.20321981420000002,773,'3 3BR','1960-1979',0
49,0.25015384620000003,773,'3 3BR','1940-1959',52000
46,1.795,847,'2 2BR','1960-1979',0
-9,-9.0,847,'2 2BR','1960-1979',-9
25,0.24574285710000002,1885,'3 3BR','1960-1979',140000
60,0.1971428571,1322,'3 3BR','-5',77000
50,0.311049505,1972,'4 4BR+','-5',100000
57,0.5438709677,995,'4 4BR+','1960-1979',0
65,0.1551851852,995,'4 4BR+','1960-1979',0
29,0.12373897710000001,678,'2 2BR','-5',85000
59,1.0613333333,998,'2 2BR','1960-1979',0
53,1.5542068966,998,'2 2BR','1940-1959',4000
68,1.2374193548,775,'1 1BR','1960-1979',0
-9,-9.0,1190,'3 3BR','1960-1979',-9
47,0.204,1190,'3 3BR','1960-1979',0
68,0.1979605263,1095,'3 3BR','-5',59480
82,0.3345,1147,'3 3BR','1960-1979',0
47,2.3451428571,928,'2 2BR','1960-1979',3500
59,0.2162857143,763,'1 1BR','1960-1979',30000
65,0.27113513510000004,750,'1 1BR','1960-1979',0
62,1.854,834,'2 2BR','1940-1959',0
37,0.1428,752,'2 2BR','1940-1959',80000
41,0.19743396230000002,1507,'4 4BR+','1960-1979',265000
62,0.0357142857,1187,'2 2BR','1940-1959',108000
-9,-9.0,1075,'2 2BR','1940-1959',-9
57,0.2859130435,639,'2 2BR','1960-1979',23000
24,1.8333333333000001,639,'2 2BR','1960-1979',0
30,0.212,531,'1 1BR','-5',30000
38,0.4634594595,868,'2 2BR','1940-1959',37000
56,0.2928607595,1624,'4 4BR+','1960-1979',79000
36,0.19982434940000002,868,'2 2BR','1940-1959',115000
57,0.0358636364,947,'4 4BR+','1960-1979',88000
59,0.1418709677,942,'2 2BR','-5',112000
40,0.1308849558,1364,'3 3BR','1960-1979',40100
61,0.2786771964,1190,'3 3BR','1960-1979',40000
55,0.3950056754,1420,'4 4BR+','1960-1979',37000
87,0.3663003663,972,'1 1BR','1990-1999',0
30,0.44,1870,'3 3BR','1960-1979',90000
73,0.0295207668,1870,'3 3BR','1940-1959',0
60,0.0239639666,1870,'3 3BR','-5',123000
46,0.46148820329999996,1178,'3 3BR','1960-1979',110000
39,0.38661039340000003,1187,'2 2BR','1960-1979',31000
48,0.1062857143,1187,'2 2BR','1960-1979',35000
27,0.2500909091,1045,'1 1BR','1960-1979',44000
71,0.2101135749,998,'2 2BR','1940-1959',42800
74,0.758,1232,'4 4BR+','1960-1979',0
42,0.1315508021,980,'3 3BR','1960-1979',78200
71,1.35,594,'1 1BR','1960-1979',0
24,0.70875,741,'2 2BR','-5',16000
-9,-9.0,1889,'3 3BR','1960-1979',-9
74,0.3341886792,1889,'3 3BR','1960-1979',0
38,0.032028985499999996,2068,'4 4BR+','1960-1979',120000
53,0.2876,963,'3 3BR','-5',90000
72,0.2228571429,763,'1 1BR','1960-1979',31000
-9,-9.0,928,'2 2BR','1960-1979',-9
63,0.1567272727,1693,'4 4BR+','1960-1979',132000
81,0.0817297297,1490,'3 3BR','1940-1959',0
62,0.3195,577,'1 1BR','1960-1979',24000
59,0.0847058824,694,'2 2BR','-5',50000
73,0.17818620489999998,1625,'3 3BR','1960-1979',0
45,0.1358882682,1771,'4 4BR+','1960-1979',179000
44,0.4611428571,567,'1 1BR','1960-1979',14000
24,0.4611,578,'1 1BR','-5',40000
24,0.2163243243,676,'2 2BR','-5',37000
68,0.1146666667,965,'3 3BR','1960-1979',0
28,0.674,741,'2 2BR','1960-1979',12000
23,0.2106666667,741,'2 2BR','1940-1959',27000
-9,-9.0,1725,'3 3BR','1940-1959',-9
-9,-9.0,1183,'2 2BR','1960-1979',-9
42,0.42994974869999997,1725,'3 3BR','1960-1979',70000
36,0.22653061219999998,1725,'3 3BR','1960-1979',65000
41,0.0699541514,1564,'4 4BR+','-5',564364
55,-1.0,1075,'2 2BR','1940-1959',0
47,12.698571429000001,2165,'4 4BR+','1960-1979',2800
33,0.25878730640000003,1075,'2 2BR','-5',50000
71,0.9504424779,929,'2 2BR','1960-1979',0
35,0.7912941176,929,'2 2BR','1960-1979',13000
25,0.3065806452,750,'1 1BR','-5',31000
35,0.17207999999999998,900,'1 1BR','-5',50000
40,0.5708890179999999,656,'1 1BR','1940-1959',13768
65,0.1621423331,1031,'3 3BR','-5',1500
40,0.4479036145000001,966,'1 1BR','-5',83000
17,11.767999999999999,966,'1 1BR','1960-1979',3000
43,1.82,506,'1 1BR','1960-1979',0
50,0.3721837511,506,'1 1BR','1940-1959',20500
24,0.2588732394,847,'2 2BR','1960-1979',42600
44,0.16992000000000002,709,'1 1BR','1940-1959',50000
27,0.1468247811,497,'1 1BR','-5',0
81,0.23288637969999998,497,'1 1BR','1940-1959',0
-9,-9.0,435,'0 Studio','-5',-9
73,0.41860465119999996,2172,'4 4BR+','1960-1979',4000
69,0.1877609791,798,'3 3BR','-5',3303
60,1.1254054054,1100,'3 3BR','-5',7000
48,0.16903553300000002,938,'3 3BR','-5',14400
36,0.0979047619,1075,'2 2BR','-5',63000
61,0.3573,966,'1 1BR','-5',40000
92,5.84,1075,'2 2BR','-5',0
30,0.16475,669,'1 1BR','1960-1979',48000
65,0.5605615297,1242,'3 3BR','-5',44000
41,0.2537647059,1242,'3 3BR','-5',34000
26,0.2644140393,833,'3 3BR','1940-1959',42000
31,0.39243243240000003,833,'3 3BR','1960-1979',33000
33,0.2954754098,1095,'3 3BR','-5',61000
53,0.1349019608,1095,'3 3BR','1940-1959',60000
80,0.25166666670000004,693,'1 1BR','1960-1979',0
50,0.2238,834,'2 2BR','1940-1959',80000
-9,-9.0,693,'1 1BR','-5',-9
48,0.312231405,1643,'4 4BR+','1940-1959',72600
41,0.1689896907,1512,'3 3BR','1940-1959',63000
50,0.1773517241,1513,'3 3BR','-5',145000
40,0.5574857143,1675,'4 4BR+','1940-1959',0
75,0.1742608696,1512,'3 3BR','1940-1959',0
66,0.2472727273,490,'1 1BR','1960-1979',0
-9,-9.0,549,'1 1BR','-5',-9
63,0.0485,1537,'3 3BR','1940-1959',48000
