,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
5407,31,0.1705263158,832,'4 4BR+','1960-1979',38000
5408,34,0.2346,738,'3 3BR','2000-2009',20000
5409,48,0.7642105263,487,'1 1BR','1990-1999',500
5410,57,0.09509442189999999,877,'3 3BR','1960-1979',55000
5411,44,0.4398504673,818,'3 3BR','1960-1979',52000
5412,28,0.2195172414,831,'3 3BR','1960-1979',58000
5413,84,0.1846505645,831,'3 3BR','1960-1979',0
5414,93,2.9872941176,528,'1 1BR','1990-1999',0
5415,64,0.11723353660000001,738,'3 3BR','1960-1979',16000
5416,41,0.24030769230000001,738,'3 3BR','1960-1979',35000
5417,61,0.5939086294,738,'3 3BR','1980-1989',0
5418,46,0.07392,832,'4 4BR+','1960-1979',75000
5419,30,0.0616363636,832,'4 4BR+','2000-2009',44000
5420,53,0.2459590068,738,'3 3BR','1980-1989',30000
5421,55,0.14125,738,'3 3BR','1960-1979',67000
5422,58,0.6496,738,'3 3BR','1960-1979',5350
5423,42,0.0232484443,832,'4 4BR+','2000-2009',971936
5424,57,0.1157647059,573,'2 2BR','1960-1979',0
5425,64,0.22275172940000001,738,'3 3BR','1960-1979',25000
5426,29,0.1302,573,'2 2BR','1990-1999',20000
5427,57,0.06807692309999999,832,'4 4BR+','2000-2009',40000
5428,19,0.06532818530000001,738,'3 3BR','1990-1999',25900
5429,21,0.1584,573,'2 2BR','1980-1989',25000
5430,46,0.1260717137,832,'4 4BR+','1960-1979',77441
5431,51,0.27699999999999997,1147,'4 4BR+','-5',60000
5432,86,1.1213513514,583,'1 1BR','1990-1999',0
5433,85,0.6077978339,746,'2 2BR','1990-1999',0
5434,44,6.8664,1048,'3 3BR','-5',0
5435,45,0.2265,1097,'3 3BR','1960-1979',55500
5436,52,0.1910526316,542,'2 2BR','1940-1959',38000
5437,55,0.0665617624,788,'4 4BR+','1960-1979',17020
5438,78,0.2818636889,877,'3 3BR','1960-1979',5854
5439,59,0.10152,818,'3 3BR','1960-1979',50000
5440,44,0.1376426489,883,'4 4BR+','1940-1959',120000
5441,71,0.1419310345,572,'2 2BR','-5',0
5442,36,0.3714285714,572,'2 2BR','1960-1979',0
5443,58,1.4906367041,572,'2 2BR','1990-1999',0
5444,65,0.1133538462,757,'3 3BR','-5',0
5445,-9,-9.0,847,'4 4BR+','-5',-9
5446,26,0.0594666667,757,'3 3BR','1980-1989',0
5447,85,0.0985263158,870,'3 3BR','1960-1979',0
5448,48,0.2180594504,870,'3 3BR','1990-1999',31000
5449,29,0.67,870,'3 3BR','1990-1999',0
5450,57,0.0779032258,654,'2 2BR','2000-2009',0
5451,28,1.875,654,'2 2BR','2000-2009',0
5452,81,1.0052307692,658,'2 2BR','1990-1999',0
5453,45,2.9125,930,'3 3BR','-5',1920
5454,64,0.11469486960000001,556,'1 1BR','1940-1959',0
5455,81,0.3433333333,947,'3 3BR','1940-1959',0
5456,56,0.1822641509,624,'2 2BR','-5',53000
5457,61,0.385,726,'3 3BR','1960-1979',0
5458,84,0.3490349889,870,'3 3BR','-5',0
5459,-9,-9.0,870,'3 3BR','1960-1979',-9
5460,86,0.2244,832,'4 4BR+','1940-1959',0
5461,50,0.0530734633,738,'3 3BR','1990-1999',66700
5462,51,0.2766,1178,'3 3BR','1960-1979',40000
5463,66,0.2558975834,615,'2 2BR','1960-1979',0
5464,42,0.09371757929999999,1251,'4 4BR+','1960-1979',50000
5465,31,0.1376642336,1251,'4 4BR+','2000-2009',68947
5466,76,0.4632402235,1043,'3 3BR','1960-1979',8000
5467,31,0.0469480748,1251,'4 4BR+','1960-1979',50000
5468,50,0.1040848806,1043,'3 3BR','-5',37700
5469,53,0.1590504526,1097,'3 3BR','1960-1979',0
5470,41,0.2826206897,1048,'3 3BR','1940-1959',29000
5471,71,1.2431357553,896,'2 2BR','1960-1979',0
5472,75,0.3784615385,1048,'3 3BR','-5',0
5473,57,0.43395121950000004,858,'2 2BR','-5',27000
5474,69,0.0854385965,1097,'3 3BR','-5',0
5475,30,0.3656551724,1048,'3 3BR','1960-1979',87000
5476,77,0.0568494749,1097,'3 3BR','1940-1959',0
5477,55,0.031722973,710,'3 3BR','-5',82000
5478,83,0.1256896552,1042,'3 3BR','1960-1979',0
5479,44,0.258347017,878,'4 4BR+','-5',54800
5480,83,0.060483870999999995,797,'2 2BR','1960-1979',0
5481,22,0.36330728100000004,599,'2 2BR','-5',11000
5482,50,0.1711111111,818,'3 3BR','1960-1979',81000
5483,-9,-9.0,639,'2 2BR','1960-1979',-9
5484,33,0.2195714286,925,'3 3BR','-5',84000
5485,33,0.043611940300000006,925,'3 3BR','1960-1979',60000
5486,28,0.1766896552,597,'1 1BR','1960-1979',58000
5487,58,0.22485,865,'3 3BR','1980-1989',80000
5488,25,0.2047574751,677,'2 2BR','1940-1959',75000
5489,74,4644.0,604,'2 2BR','-5',0
5490,28,0.22967441859999999,687,'2 2BR','2000-2009',43000
5491,-9,-9.0,882,'3 3BR','1980-1989',-9
5492,29,0.2588,710,'3 3BR','1960-1979',27000
5493,66,0.2028,710,'3 3BR','1960-1979',30000
5494,68,0.12107623320000001,778,'4 4BR+','-5',0
5495,65,0.0776470588,726,'3 3BR','1960-1979',0
5496,39,0.34754491020000006,566,'2 2BR','1990-1999',50100
5497,49,0.0634054054,726,'3 3BR','2000-2009',71000
5498,43,0.1948,615,'2 2BR','-5',30000
5499,73,0.2795137784,615,'2 2BR','1940-1959',3300
5500,93,0.2002105263,780,'3 3BR','1960-1979',0
5501,26,0.3462,858,'2 2BR','2000-2009',20000
5502,42,0.08468571429999999,896,'2 2BR','1960-1979',30000
5503,60,0.0725714286,1048,'3 3BR','1960-1979',42000
5504,73,0.237037037,1048,'3 3BR','1960-1979',0
5505,86,0.3658285714,525,'1 1BR','1960-1979',0
5506,86,0.35423840289999997,499,'1 1BR','1960-1979',0
5507,37,0.1252941176,1035,'3 3BR','1960-1979',131000
5508,65,0.07490109889999999,1035,'3 3BR','1960-1979',80000
5509,32,0.1428,524,'2 2BR','1940-1959',30000
5510,74,0.1510875955,772,'4 4BR+','1940-1959',0
5511,60,0.050519999999999995,671,'3 3BR','2000-2009',0
5512,62,0.4922694955,724,'3 3BR','1940-1959',0
5513,66,0.0734065934,724,'3 3BR','1940-1959',0
5514,36,0.1895,724,'3 3BR','1960-1979',24000
5515,73,0.1781609195,840,'4 4BR+','1940-1959',0
5516,80,0.9284965401999999,865,'3 3BR','1960-1979',0
5517,75,0.2577142857,677,'2 2BR','1940-1959',0
5518,69,0.3582089552,677,'2 2BR','1940-1959',15000
5519,38,0.15744,865,'3 3BR','1960-1979',43000
5520,66,0.8246399999999999,738,'3 3BR','1960-1979',0
5521,55,0.0576,738,'3 3BR','1980-1989',60000
5522,50,0.1642285714,738,'3 3BR','1990-1999',35000
5523,29,0.07400000000000001,573,'2 2BR','2000-2009',36000
5524,82,0.0916617386,738,'3 3BR','1960-1979',0
5525,48,0.1432653061,930,'3 3BR','-5',49000
5526,56,0.11316098710000001,930,'3 3BR','1980-1989',29000
5527,74,0.0384573244,1075,'4 4BR+','1990-1999',45000
5528,58,0.1584615385,930,'3 3BR','1990-1999',0
5529,51,0.21536842109999998,930,'3 3BR','1960-1979',0
5530,32,0.0205714286,726,'3 3BR','1990-1999',70000
5531,52,0.1501590668,726,'3 3BR','1990-1999',66000
5532,44,0.20612903230000001,726,'3 3BR','2000-2009',62000
5533,27,0.11554285710000001,726,'3 3BR','2000-2009',105000
5534,93,1.4978723403999998,534,'1 1BR','1990-1999',0
5535,53,0.2274418605,780,'3 3BR','1960-1979',43000
5536,52,0.1748062655,849,'4 4BR+','1960-1979',115000
5537,65,0.0484063745,930,'3 3BR','1940-1959',31000
5538,34,0.1817371938,930,'3 3BR','2000-2009',44900
5539,85,0.6433333333,1134,'1 1BR','1940-1959',0
5540,57,0.0923330284,1314,'4 4BR+','-5',102000
5541,47,0.1803362781,773,'1 1BR','1960-1979',52635
5542,61,0.0503333333,951,'4 4BR+','1960-1979',24000
5543,62,0.3130038023,1105,'3 3BR','1940-1959',26000
5544,33,0.1085773135,757,'3 3BR','1960-1979',0
5545,25,0.03528,1097,'4 4BR+','1960-1979',100000
5546,70,0.0614545455,740,'2 2BR','1960-1979',0
5547,61,0.14909616779999998,968,'3 3BR','1960-1979',75000
5548,76,0.1578461538,797,'2 2BR','1960-1979',0
5549,34,0.4884297521,1042,'3 3BR','1960-1979',17000
5550,71,6027.0,896,'2 2BR','1990-1999',0
5551,26,0.9704970179000001,782,'2 2BR','1960-1979',25150
5552,41,0.3808383234,1578,'4 4BR+','1960-1979',167000
5553,25,0.0797142857,573,'2 2BR','1960-1979',11000
5554,-9,-9.0,672,'2 2BR','1980-1989',-9
5555,-9,-9.0,738,'3 3BR','1960-1979',-9
5556,52,0.3977777778,738,'3 3BR','2000-2009',27000
5557,49,0.124,1178,'3 3BR','1960-1979',110000
5558,36,0.2580214541,1178,'3 3BR','1980-1989',83900
5559,31,0.3746153846,1174,'4 4BR+','1940-1959',26500
5560,61,0.9089481947,583,'0 Studio','1990-1999',0
5561,81,0.38422003060000004,710,'1 1BR','1990-1999',0
5562,47,0.0935369082,1355,'4 4BR+','1960-1979',161141
5563,46,0.3361902129,636,'1 1BR','1980-1989',10851
5564,30,1.3272727273,757,'3 3BR','1960-1979',0
5565,-9,-9.0,847,'4 4BR+','1940-1959',-9
5566,-9,-9.0,583,'0 Studio','2000-2009',-9
5567,45,0.049333333300000004,1157,'3 3BR','1960-1979',45000
5568,60,0.07236000000000001,1097,'3 3BR','-5',90000
5569,47,0.1319051042,1625,'4 4BR+','1940-1959',127000
5570,56,0.3409063685,858,'2 2BR','-5',50000
5571,38,0.2902702703,986,'1 1BR','-5',37000
5572,42,0.1954029851,901,'3 3BR','1960-1979',67000
5573,41,0.9238461537999999,901,'3 3BR','1940-1959',10600
5574,44,0.3576,710,'2 2BR','1990-1999',25000
5575,-9,-9.0,890,'3 3BR','1940-1959',-9
5576,81,0.1604166667,710,'2 2BR','1960-1979',0
5577,48,0.19446365489999998,877,'3 3BR','1960-1979',44305
5578,42,0.2363395225,883,'4 4BR+','-5',75000
5579,29,0.2577377892,883,'4 4BR+','-5',76000
5580,65,0.110078329,925,'3 3BR','1960-1979',300
5581,49,0.30225563910000003,708,'2 2BR','-5',0
5582,35,0.1463414634,1043,'3 3BR','1990-1999',41000
5583,63,0.3637714286,778,'4 4BR+','1960-1979',0
5584,88,0.2362886598,896,'2 2BR','1940-1959',0
5585,49,0.24890625,901,'3 3BR','1940-1959',32573
5586,-9,-9.0,901,'3 3BR','1960-1979',-9
5587,40,0.5325714286,1048,'3 3BR','1960-1979',40000
5588,72,0.3577297297,901,'3 3BR','1960-1979',0
5589,72,0.1714285714,901,'3 3BR','1960-1979',0
5590,56,0.1416,883,'4 4BR+','1960-1979',140000
5591,47,0.1995623632,1011,'4 4BR+','1960-1979',38000
5592,74,0.23710110350000002,727,'2 2BR','1960-1979',0
5593,50,0.0319245283,928,'3 3BR','1980-1989',135000
5594,58,0.0824481737,542,'2 2BR','1960-1979',18825
5595,73,1.2733333333,923,'4 4BR+','-5',0
5596,22,0.1468085106,542,'2 2BR','1960-1979',47000
5597,26,0.1937888199,443,'1 1BR','-5',32000
5598,34,0.2435380835,710,'3 3BR','-5',52000
5599,48,0.1810714286,710,'3 3BR','-5',56000
5600,49,0.3113414634,688,'2 2BR','1960-1979',32800
5601,30,0.5158208955,637,'2 2BR','1980-1989',0
5602,47,0.1040425532,930,'3 3BR','-5',35200
5603,43,0.0256744186,573,'2 2BR','1940-1959',43000
5604,48,0.2533464567,573,'2 2BR','-5',20000
5605,54,0.076375,865,'3 3BR','1940-1959',96000
5606,47,0.2982747604,865,'3 3BR','1960-1979',16000
5607,40,0.0991,951,'4 4BR+','1960-1979',120000
5608,50,0.0533333333,671,'3 3BR','1960-1979',54000
5609,79,0.6348837209,706,'1 1BR','1960-1979',0
5610,74,0.1714754226,1043,'3 3BR','1940-1959',0
5611,66,0.3977292576,1251,'4 4BR+','-5',10000
5612,85,0.124,706,'1 1BR','1980-1989',0
5613,56,0.21504028170000003,2171,'4 4BR+','1960-1979',145000
5614,50,0.2515,2157,'4 4BR+','1960-1979',96000
5615,34,0.081,891,'2 2BR','1960-1979',36000
5616,46,0.24403200000000003,941,'4 4BR+','1960-1979',62500
5617,63,0.409,883,'4 4BR+','1960-1979',0
5618,30,0.3798,573,'2 2BR','1960-1979',20000
5619,73,0.3515492958,738,'3 3BR','1960-1979',0
5620,54,0.0624,573,'2 2BR','1990-1999',0
5621,87,0.34875,738,'3 3BR','1940-1959',0
5622,65,0.2239175258,615,'2 2BR','1990-1999',10800
5623,50,0.22848000000000002,1205,'3 3BR','1990-1999',50000
5624,45,0.1341333333,738,'3 3BR','1990-1999',90000
5625,48,0.0278,677,'2 2BR','2000-2009',50000
5626,46,0.0529364471,1211,'4 4BR+','1960-1979',485968
5627,38,0.1427472527,951,'4 4BR+','1990-1999',71000
5628,29,0.12432,583,'2 2BR','1940-1959',19000
5629,20,0.1303311258,824,'4 4BR+','1960-1979',14000
5630,39,0.8066326531,746,'3 3BR','1990-1999',640
5631,83,2.0630769231,485,'1 1BR','1990-1999',0
5632,28,0.201,671,'2 2BR','1960-1979',20000
5633,74,0.1575912876,671,'2 2BR','1960-1979',5400
5634,60,0.3172069825,511,'1 1BR','-5',0
5635,87,1.2293333333,597,'1 1BR','2000-2009',0
5636,48,0.0799411765,930,'3 3BR','1960-1979',68000
5637,80,0.11080465279999999,672,'2 2BR','1960-1979',0
5638,53,0.0533557047,672,'2 2BR','1960-1979',44000
5639,27,0.0904276986,797,'2 2BR','2000-2009',19640
5640,85,0.6540740741,768,'2 2BR','1980-1989',0
5641,44,0.1348968276,968,'3 3BR','1980-1989',5003
5642,34,0.3342857143,1042,'3 3BR','1990-1999',28000
5643,35,0.09394285710000001,1287,'4 4BR+','1980-1989',35000
5644,61,0.0780269058,818,'3 3BR','1960-1979',54200
5645,55,0.0380756757,818,'3 3BR','1960-1979',185000
5646,54,0.5760000000000001,1097,'4 4BR+','1940-1959',32000
5647,67,0.2770588235,528,'1 1BR','-5',0
5648,-9,-9.0,524,'2 2BR','1960-1979',-9
5649,29,0.1992727273,671,'3 3BR','1960-1979',45000
5650,54,0.044160000000000005,524,'2 2BR','1960-1979',25000
5651,49,0.1468902439,817,'4 4BR+','1960-1979',25600
5652,93,0.2001007218,740,'2 2BR','1960-1979',0
5653,33,0.20066666670000002,1035,'3 3BR','1960-1979',66000
5654,59,0.3522727273,740,'2 2BR','2000-2009',0
5655,49,338.4,1036,'4 4BR+','-5',0
5656,51,0.308,710,'2 2BR','1990-1999',0
5657,40,0.1731331644,901,'3 3BR','1960-1979',153254
5658,-9,-9.0,968,'3 3BR','1960-1979',-9
5659,20,0.1482,968,'3 3BR','1960-1979',20000
5660,57,0.1307368421,746,'3 3BR','1960-1979',19000
5661,47,0.0710584539,832,'4 4BR+','1980-1989',100000
5662,54,0.1464,738,'3 3BR','1990-1999',15000
5663,70,1.0695095949,738,'3 3BR','2000-2009',0
5664,42,0.376,738,'3 3BR','-5',75000
5665,77,0.2940428912,738,'3 3BR','1980-1989',0
5666,64,0.1542604347,726,'3 3BR','1960-1979',19000
5667,43,0.2091847826,880,'4 4BR+','1960-1979',147000
5668,53,0.3458181818,566,'2 2BR','1940-1959',25000
5669,61,0.1071627907,566,'2 2BR','-5',43000
5670,-9,-9.0,896,'2 2BR','1960-1979',-9
5671,52,0.0740338983,778,'4 4BR+','1960-1979',59000
5672,55,0.14185714289999998,677,'2 2BR','1960-1979',56000
5673,58,0.6789873418000001,677,'2 2BR','1940-1959',7900
5674,25,0.2071153846,776,'4 4BR+','1940-1959',20800
5675,73,0.2664864865,776,'4 4BR+','1980-1989',0
5676,40,0.3444444444,671,'3 3BR','2000-2009',27000
5677,38,0.1176,772,'4 4BR+','1990-1999',25000
5678,-9,-9.0,556,'2 2BR','1960-1979',-9
5679,65,0.1083317445,671,'3 3BR','1940-1959',0
5680,52,0.17308235289999999,671,'3 3BR','1990-1999',200
5681,60,0.0992592593,671,'3 3BR','1980-1989',60000
5682,31,0.2894505495,671,'3 3BR','1980-1989',36200
5683,38,0.200597684,776,'4 4BR+','1980-1989',45736
5684,40,0.055533337099999996,671,'3 3BR','1990-1999',0
5685,58,0.1447668732,757,'3 3BR','1960-1979',24336
5686,28,0.3634951456,913,'2 2BR','-5',25750
5687,80,0.1257337884,1132,'3 3BR','1960-1979',0
5688,43,0.21134492219999998,538,'1 1BR','1960-1979',0
5689,46,0.1632467532,738,'3 3BR','1990-1999',0
5690,60,0.048420203200000005,849,'4 4BR+','1990-1999',49475
5691,79,0.5933333332999999,738,'3 3BR','1980-1989',0
5692,77,0.3291375291,615,'2 2BR','1940-1959',0
5693,32,0.15216,483,'0 Studio','1960-1979',25000
5694,48,1.4309623431,483,'0 Studio','1940-1959',0
5695,69,0.2986332239,890,'3 3BR','-5',0
5696,61,0.4177099237,970,'3 3BR','1960-1979',26000
5697,63,0.0832,761,'3 3BR','1960-1979',40000
5698,61,0.1311428571,677,'2 2BR','1960-1979',168000
5699,76,0.1169924812,726,'3 3BR','-5',0
5700,70,0.2822656618,726,'3 3BR','1990-1999',11000
5701,47,0.1653529412,726,'3 3BR','1990-1999',68000
5702,35,0.24187596100000003,726,'3 3BR','2000-2009',78000
5703,38,0.2290734919,726,'3 3BR','2000-2009',100001
5704,25,0.1317293233,542,'2 2BR','1940-1959',69500
5705,58,0.11674576269999999,788,'4 4BR+','-5',109000
5706,35,0.5580262336,780,'3 3BR','1960-1979',32000
5707,72,0.1752911973,708,'2 2BR','1980-1989',0
5708,84,0.23146900269999998,1090,'4 4BR+','1940-1959',109000
5709,50,0.3267981646,708,'2 2BR','1960-1979',9000
5710,30,0.1133333333,443,'1 1BR','-5',44900
5711,82,0.1960305344,443,'1 1BR','1980-1989',0
5712,61,0.2965714286,676,'3 3BR','1960-1979',25000
5713,-9,-9.0,676,'3 3BR','1960-1979',-9
5714,76,0.271875,518,'2 2BR','1960-1979',0
5715,42,0.2332093023,833,'4 4BR+','1940-1959',99000
5716,53,0.10663636359999999,833,'4 4BR+','1960-1979',176000
5717,49,0.041312240699999996,804,'4 4BR+','1980-1989',120000
5718,65,0.2111111111,518,'2 2BR','-5',0
5719,72,0.1411235955,676,'3 3BR','-5',0
5720,67,0.0310920771,865,'3 3BR','1960-1979',4000
5721,69,0.060614447800000006,951,'4 4BR+','1960-1979',0
5722,-9,-9.0,992,'4 4BR+','-5',-9
5723,47,0.2007272727,757,'3 3BR','-5',55000
5724,52,0.2665547117,518,'2 2BR','1960-1979',21880
5725,76,7.935,637,'2 2BR','1960-1979',0
5726,76,0.7286055777,708,'2 2BR','1980-1989',0
5727,58,0.1268571429,1018,'3 3BR','1960-1979',60000
5728,50,0.0351,778,'2 2BR','1960-1979',40000
5729,93,0.2857142857,-9,'0 Studio','2000-2009',0
5730,-9,-9.0,1097,'4 4BR+','1980-1989',-9
5731,57,0.0391135135,677,'2 2BR','1960-1979',120000
5732,63,0.023620813199999997,865,'3 3BR','1980-1989',535968
5733,25,0.1219534884,913,'2 2BR','1960-1979',43000
5734,54,0.11925,1097,'3 3BR','1990-1999',9326
5735,36,0.222,677,'2 2BR','1960-1979',9000
5736,46,0.1496,865,'3 3BR','1960-1979',20000
5737,71,0.2361081081,748,'3 3BR','1960-1979',0
5738,57,0.0712933754,748,'3 3BR','1960-1979',0
5739,53,0.2208,748,'3 3BR','1960-1979',0
5740,62,0.0463602484,637,'2 2BR','1940-1959',60000
5741,52,0.1821818182,572,'2 2BR','1960-1979',0
5742,79,0.3499131533,757,'3 3BR','1960-1979',0
5743,80,0.38665048539999997,757,'3 3BR','-5',0
5744,26,0.13650349650000002,572,'2 2BR','1940-1959',42900
5745,50,0.22277777780000002,955,'4 4BR+','-5',17000
5746,71,0.012752909299999999,880,'4 4BR+','1990-1999',485968
5747,45,0.571012987,880,'4 4BR+','1990-1999',0
5748,67,0.0575294118,1158,'2 2BR','1960-1979',98077
5749,45,0.1382068966,726,'3 3BR','1990-1999',26500
5750,62,5.0052910053,726,'3 3BR','1960-1979',0
5751,71,0.2178280127,865,'3 3BR','1960-1979',0
5752,-9,-9.0,818,'3 3BR','1960-1979',-9
5753,26,0.1349344978,710,'3 3BR','-5',73280
5754,60,0.2965641953,443,'1 1BR','1960-1979',3318
5755,-9,-9.0,542,'2 2BR','1960-1979',-9
5756,87,0.1295124674,443,'1 1BR','-5',0
5757,47,0.1448470588,1005,'3 3BR','1960-1979',85000
5758,-9,-9.0,710,'3 3BR','1960-1979',-9
5759,76,0.197119712,858,'2 2BR','1960-1979',0
5760,68,0.08310296190000001,1097,'3 3BR','-5',50500
5761,40,0.16655999999999999,968,'3 3BR','1940-1959',25000
5762,-9,-9.0,726,'3 3BR','-5',-9
5763,48,0.0565108324,778,'4 4BR+','-5',64000
5764,45,0.0491653094,778,'4 4BR+','-5',37500
5765,74,0.8425316456,1491,'3 3BR','1960-1979',0
5766,57,0.22306666670000003,824,'4 4BR+','1960-1979',55000
5767,70,0.809,583,'2 2BR','1960-1979',0
5768,80,0.1473488372,1158,'2 2BR','1960-1979',0
5769,76,0.2803914715,1158,'2 2BR','1960-1979',0
5770,40,0.2536296296,1148,'3 3BR','2000-2009',81000
5771,38,0.1369863014,632,'1 1BR','1960-1979',39000
5772,63,0.1904124996,925,'3 3BR','1960-1979',0
5773,56,0.09821482599999999,925,'3 3BR','1980-1989',66000
5774,52,0.1145625,925,'3 3BR','2000-2009',64000
5775,38,0.82944,1515,'3 3BR','1980-1989',75000
5776,62,0.0423230383,925,'3 3BR','-5',0
5777,40,0.1011014493,1799,'3 3BR','1940-1959',101000
5778,-9,-9.0,542,'2 2BR','-5',-9
5779,58,0.156,599,'2 2BR','2000-2009',27000
5780,72,0.179245283,524,'2 2BR','1960-1979',0
5781,38,0.1394117647,671,'3 3BR','1990-1999',34000
5782,39,1.3132075472,776,'4 4BR+','2000-2009',0
5783,28,0.12384,910,'3 3BR','1990-1999',25000
5784,68,0.4462279294,658,'1 1BR','1960-1979',0
5785,-9,-9.0,870,'3 3BR','1960-1979',-9
5786,59,0.1086666667,654,'2 2BR','2000-2009',35000
5787,35,0.2118,870,'3 3BR','2000-2009',60000
5788,54,0.6903529412,1283,'4 4BR+','1990-1999',25500
5789,38,0.3953684211,1178,'3 3BR','-5',95000
5790,84,0.2868804665,778,'4 4BR+','-5',0
5791,40,0.0485294118,566,'2 2BR','1940-1959',81000
5792,30,0.2694285714,726,'3 3BR','1960-1979',38000
5793,73,0.1164,930,'3 3BR','1960-1979',0
5794,60,0.1642352941,930,'3 3BR','1960-1979',0
5795,51,0.0150127073,930,'3 3BR','1960-1979',65000
5796,70,0.3467300832,672,'2 2BR','1960-1979',0
5797,85,0.4618181818,1168,'1 1BR','-5',0
5798,22,0.44806517310000005,852,'2 2BR','1960-1979',4500
5799,75,0.265,778,'2 2BR','1960-1979',0
5800,70,0.22833333329999997,961,'3 3BR','1960-1979',0
5801,56,0.4656,738,'2 2BR','2000-2009',10000
5802,-9,-9.0,961,'3 3BR','1940-1959',-9
5803,63,0.1107142857,961,'3 3BR','1940-1959',36000
5804,70,0.0373996084,708,'2 2BR','1960-1979',0
5805,39,0.32748387100000004,925,'3 3BR','1960-1979',62000
5806,66,0.5176,615,'2 2BR','1940-1959',15000
5807,26,0.2790697674,573,'2 2BR','1960-1979',18500
5808,44,0.4245,1097,'3 3BR','1940-1959',65000
5809,28,0.3850769231,1097,'3 3BR','1940-1959',78000
5810,63,2.4227737226,847,'4 4BR+','1960-1979',16700
5811,57,0.0894363257,847,'4 4BR+','-5',68000
5812,47,0.046551724100000004,572,'2 2BR','-5',34000
5813,24,0.1491105121,757,'3 3BR','-5',74000
5814,54,0.3756,854,'3 3BR','1960-1979',10000
5815,88,0.0650764593,923,'4 4BR+','-5',0
5816,57,0.0691891892,984,'4 4BR+','1960-1979',0
5817,43,0.0983917666,757,'3 3BR','1940-1959',41100
5818,81,0.37672727270000006,1448,'3 3BR','-5',0
5819,51,-1.0,1669,'4 4BR+','-5',0
5820,17,0.280173913,1448,'3 3BR','-5',22000
5821,17,0.38921739130000005,2100,'4 4BR+','-5',22000
5822,17,0.38921739130000005,2100,'4 4BR+','-5',22000
5823,43,0.1538181818,443,'1 1BR','1940-1959',11000
5824,29,0.1185789474,671,'3 3BR','1980-1989',76000
5825,64,0.172173913,518,'2 2BR','1960-1979',2000
5826,38,0.0907636364,676,'3 3BR','1990-1999',55000
5827,64,0.162122449,676,'3 3BR','1960-1979',0
5828,53,0.5844370861,518,'2 2BR','1960-1979',0
5829,38,0.24130232559999998,676,'3 3BR','1990-1999',37500
5830,93,0.2442352941,724,'3 3BR','1960-1979',0
5831,-9,-9.0,804,'4 4BR+','1980-1989',-9
5832,80,0.0508387097,671,'3 3BR','1990-1999',0
5833,33,0.0749302326,671,'3 3BR','1990-1999',86000
5834,39,0.02424,524,'2 2BR','2000-2009',100000
5835,29,0.2372,671,'3 3BR','2000-2009',30000
5836,51,7.192,1069,'4 4BR+','1990-1999',3000
5837,24,0.3437796182,896,'2 2BR','1960-1979',0
5838,74,0.0526421137,1372,'3 3BR','1980-1989',11000
5839,62,0.0811377944,896,'2 2BR','1960-1979',0
5840,67,0.11199999999999999,756,'1 1BR','1960-1979',0
5841,23,0.1146923077,757,'3 3BR','1960-1979',52000
5842,55,0.07343999999999999,930,'3 3BR','1960-1979',25000
5843,39,1.2207293665999999,572,'2 2BR','1960-1979',1560
5844,80,0.364,573,'2 2BR','1960-1979',0
5845,47,0.78528,1097,'4 4BR+','1960-1979',50000
5846,56,0.1845668086,883,'4 4BR+','1960-1979',42000
5847,48,0.1517142857,925,'3 3BR','-5',70000
5848,50,0.1987755102,542,'2 2BR','-5',23000
5849,68,0.11250300490000001,817,'4 4BR+','-5',0
5850,93,0.4109835247,1048,'3 3BR','1940-1959',0
5851,38,0.1518809328,710,'3 3BR','1960-1979',77000
5852,58,0.2397452905,858,'2 2BR','1960-1979',75280
5853,54,0.1333559207,542,'2 2BR','-5',59000
5854,-9,-9.0,1120,'4 4BR+','1960-1979',-9
5855,49,0.6928322473,708,'2 2BR','1940-1959',0
5856,49,0.2502857143,930,'3 3BR','-5',28000
5857,24,0.1727083333,672,'2 2BR','1940-1959',57500
5858,83,0.0815276134,1075,'4 4BR+','-5',0
5859,31,0.1749205756,955,'4 4BR+','-5',103000
5860,52,0.2569651068,738,'3 3BR','1980-1989',36600
5861,31,0.1474936709,738,'3 3BR','1940-1959',79000
5862,55,0.3433333333,573,'2 2BR','1960-1979',18000
5863,26,0.343875,854,'3 3BR','1940-1959',32000
5864,-9,-9.0,854,'3 3BR','-5',-9
5865,71,0.4062857143,484,'1 1BR','1960-1979',0
5866,80,0.1255217501,865,'3 3BR','1960-1979',0
5867,64,1.0333333332999999,865,'3 3BR','1960-1979',0
5868,52,0.3129200653,1090,'4 4BR+','-5',31000
5869,63,0.37728,1090,'4 4BR+','-5',25000
5870,-9,-9.0,925,'3 3BR','-5',-9
5871,-9,-9.0,925,'3 3BR','2000-2009',-9
5872,30,0.27675,817,'4 4BR+','-5',35000
5873,60,0.2725396825,896,'2 2BR','1960-1979',61000
5874,52,0.3687804878,1043,'3 3BR','-5',41000
5875,30,0.1502222222,687,'2 2BR','-5',81000
5876,62,0.1951724138,961,'4 4BR+','1960-1979',4000
5877,54,0.2458963257,1258,'4 4BR+','1960-1979',63000
5878,86,1.2940350877,506,'1 1BR','1980-1989',0
5879,52,0.0773333333,639,'2 2BR','1960-1979',63000
5880,64,0.25949579829999997,844,'3 3BR','1990-1999',0
