id,last,first,player_debut,mgr_debut,coach_debut,ump_debut
boesb001,"Boesch","Brennan",04/23/2010,,,
boevj001,"Boever","Joe",07/19/1985,,,
bogax001,"Bogaerts","Xander",08/20/2013,,,
bogat001,"Bogar","Tim",04/21/1993,9/5/2014,04/07/2009,
bogaj101,"Bogart","John",09/17/1920,,,
boget101,"Bogener","Terry",06/14/1982,,,
boggd901,"Boggess","Dusty",,,,04/18/1944
boggb001,"Boggs","Brandon",04/29/2008,,,
boggm001,"Boggs","Mitchell",06/06/2008,,,
boggr101,"Boggs","Ray",09/01/1928,,,
boggt001,"Boggs","Tommy",07/19/1976,,,
boggw001,"Boggs","Wade",04/10/1982,,04/03/2001,
boglw101,"Bogle","Warren",07/31/1968,,,
bogub001,"Bogusevic","Brian",09/01/2010,,,
bohab001,"Bohanon","Brian",04/10/1990,,,
bohep101,"Bohen","Pat",10/01/1913,,,
bohnc101,"Bohn","Charlie",06/20/1882,,,
bohnm901,"Bohn","Matt",,,,04/26/1995
bohnt001,"Bohn","T.J.",08/22/2006,,,
bohns101,"Bohne","Sam",09/09/1916,,,
bohnj101,"Bohnet","John",05/10/1982,,,
boisb101,"Boisclair","Bruce",09/11/1974,,,
boitd101,"Boitano","Dan",10/01/1978,,,
boked101,"Bokelmann","Dick",08/03/1951,,,
bokeb101,"Boken","Bob",04/25/1933,,,
bokij101,"Bokina","Joe",04/16/1936,,,
bolab101,"Boland","Bernie",04/14/1915,,,
bolae101,"Boland","Ed",09/18/1934,,,
bolau101,"Boland",,09/04/1875,,,
boldc101,"Bold","Charlie",08/24/1914,,,
boldb101,"Bolden","Bill",06/27/1919,,,
bolek801,"Bolek","Ken",,,04/06/1992,
boles101,"Bolen","Stew",04/15/1926,,,
bolec101,"Boles","Carl",08/02/1962,,,
bolec901,"Boles","Charles",,,,08/07/1877
bolej801,"Boles","John",,7/11/1996,,
bolej101,"Boley","Joe",04/12/1927,,,
bolgj101,"Bolger","Jim",06/24/1950,,,
bolif001,"Bolick","Frank",04/05/1993,,,
bolib101,"Bolin","Bobby",04/18/1961,,,
bollf101,"Bolling","Frank",04/13/1954,,,
bollj101,"Bolling","Jack",06/10/1939,,,
bollm101,"Bolling","Milt",09/10/1952,,,
bollg101,"Bollo","Greg",05/09/1965,,,
bolld101,"Bollweg","Don",09/28/1950,,,
bolsm001,"Bolsinger","Mike",04/14/2014,,,
boltc102,"Bolton","Cecil",09/21/1928,,,
boltc101,"Bolton","Cliff",04/20/1931,,,
boltr001,"Bolton","Rod",04/10/1993,,,
boltt001,"Bolton","Tom",05/17/1987,,,
bombm101,"Bomback","Mark",09/12/1978,,,
bombm801,"Bombard","Marc",,,04/02/1996,
bomet901,"Bomeisler","Theo",,,,06/05/1871
bondt101,"Bond","Tommy",05/05/1874,07/11/1882,,10/27/1875
bondw101,"Bond","Walt",04/19/1960,,,
bondj001,"Bonderman","Jeremy",04/02/2003,,,
bondb001,"Bonds","Barry",05/30/1986,,04/05/2016,
bondb101,"Bonds","Bobby",06/25/1968,,04/03/1984,
boneg101,"Bone","George",09/18/1901,,,
boner001,"Bones","Ricky",08/11/1991,,04/05/2012,
bonej101,"Bonetti","Julio",04/22/1937,,,
boneh101,"Boney","Hank",06/28/1927,,,
bongj001,"Bong","Jung",04/23/2002,,,
bongn101,"Bongiovanni","Nino",04/23/1938,,,
bonhb101,"Bonham","Bill",04/07/1971,,,
bonht101,"Bonham","Tiny",08/05/1940,,,
bonie001,"Bonifacio","Emilio",09/02/2007,,,
bonij002,"Bonifacio","Jorge",04/21/2017,,,
bonij101,"Bonikowski","Joe",04/12/1962,,,
bonib001,"Bonilla","Bobby",04/09/1986,,,
bonij001,"Bonilla","Juan",04/09/1981,,,
bonil001,"Bonilla","Lisalverto",09/04/2014,,,
bonig901,"Bonin","Greg",,,,07/25/1984
bonil101,"Bonin","Luther",04/13/1913,,,
bonie002,"Bonine","Eddie",06/14/2008,,,
bonnb001,"Bonnell","Barry",05/04/1977,,,
bonnb101,"Bonner","Bobby",09/12/1980,,,
bonnf101,"Bonner","Frank",04/26/1894,,,07/13/1894
bonnb102,"Bonness","Bill",09/26/1944,,,
bonog101,"Bono","Gus",09/13/1920,,,
bonsb001,"Bonser","Boof",05/21/2006,,,
bonuz101,"Bonura","Zeke",04/17/1934,,,
booee101,"Booe","Everett",04/13/1913,,,
bookb101,"Booker","Buddy",06/04/1966,,,
bookc001,"Booker","Chris",09/05/2005,,,
bookg001,"Booker","Greg",09/11/1983,,04/01/1997,
bookr001,"Booker","Rod",04/29/1987,,,
boola101,"Bool","Al",09/29/1928,,,
boolr101,"Booles","Red",07/30/1909,,,
boona001,"Boone","Aaron",06/20/1997,,,
boonb001,"Boone","Bob",09/10/1972,4/26/1995,04/03/1994,
boonb002,"Boone","Bret",08/19/1992,,,
boond102,"Boone","Dan",09/10/1919,,,
boond101,"Boone","Danny",04/11/1981,,,
boong101,"Boone","George",04/23/1891,,,
booni101,"Boone","Ike",04/22/1922,,,
boonl101,"Boone","Luke",09/09/1913,,,
boonr101,"Boone","Ray",09/03/1948,,,
bootc001,"Bootcheck","Chris",09/09/2003,,,
boota101,"Booth","Amos",04/25/1876,,,09/19/1882
boote101,"Booth","Eddie",04/26/1872,,,
bootu101,"Booth",,05/01/1875,,,
bootj001,"Booty","Josh",09/24/1996,,,
boozj101,"Boozer","John",07/22/1962,,,
borbj001,"Borbon","Julio",06/29/2009,,,
borbp101,"Borbon","Pedro",04/09/1969,,,
borbp001,"Borbon","Pedro",10/02/1992,,,
borcj001,"Borchard","Joe",09/02/2002,,,
borcg101,"Borchers","George",05/18/1888,,,
bordf101,"Bordagaray","Frenchy",04/17/1934,,,
bordj101,"Borden","Joe",07/24/1875,,,
bordp001,"Borders","Pat",04/06/1988,,,
bordr001,"Bordi","Rich",07/16/1980,,,
bordm001,"Bordick","Mike",04/11/1990,,,
bordb101,"Bordley","Bill",06/30/1980,,,
borgs901,"Borga","Steve",,,,04/13/1979
borgg101,"Borgmann","Glenn",07/01/1972,,,
borip101,"Boris","Paul",05/21/1982,,,
borkf101,"Bork","Frank",04/15/1964,,,
borkb101,"Borkowski","Bob",04/22/1950,,,
borkd001,"Borkowski","Dave",07/17/1999,,,
borlt001,"Borland","Toby",05/27/1994,,,
borlt101,"Borland","Tom",05/15/1960,,,
bormj001,"Bormann","John",04/30/2017,,,
boror101,"Borom","Red",04/23/1944,,,
boros101,"Boros","Steve",06/19/1957,4/4/1983,04/07/1975,
boros801,"Boroski","Stan",,,04/06/2012,
boroj001,"Borowski","Joe",07/09/1995,,,
boroh101,"Borowy","Hank",04/18/1942,,,
bortb101,"Borton","Babe",09/02/1912,,,
boscj001,"Boscan","J.C.",10/01/2010,,,
boscw001,"Boscan","Wilfredo",05/19/2016,,,
boscd101,"Bosch","Don",09/19/1966,,,
boser101,"Bosetti","Rick",09/09/1976,,,
boshb001,"Boshers","Buddy",08/10/2013,,,
bosic001,"Bosio","Chris",08/03/1986,,03/31/2003,
bosks001,"Boskie","Shawn",05/20/1990,,,
boslt001,"Bosley","Thad",06/29/1977,,04/05/1999,
bosmd101,"Bosman","Dick",06/01/1966,,04/07/1986,
bossh101,"Boss","Harley",07/19/1928,,,
bossm101,"Bosser","Mel",04/29/1945,,,
bostc001,"Bostick","Chris",05/08/2017,,,
bosth101,"Bostick","Henry",05/18/1915,,,
bostl101,"Bostock","Lyman",04/08/1975,,,
bostd001,"Boston","Daryl",05/13/1984,,04/01/2013,
boswa101,"Boswell","Andy",05/10/1895,,,
boswd101,"Boswell","Dave",09/18/1964,,,
boswk101,"Boswell","Ken",09/18/1967,,,
boted001,"Botelho","Derek",07/18/1982,,,
bottr001,"Bottalico","Ricky",07/29/1994,,,
bottj102,"Bottarini","John",04/22/1937,,,
bottk001,"Bottenfield","Kent",07/06/1992,,,
bottr101,"Botting","Ralph",06/28/1979,,,
bottj101,"Bottomley","Jim",08/18/1922,7/21/1937,04/21/1937,
bottj001,"Botts","Jason",09/14/2005,,,
botzb101,"Botz","Bob",05/08/1962,,,
bouce101,"Bouchee","Ed",09/19/1956,,,
bouca101,"Boucher","Al",04/16/1914,,,
boucd001,"Boucher","Denis",04/12/1991,,,
boucm101,"Boucher","Medric",05/20/1914,,,
boudl101,"Boudreau","Lou",09/09/1938,4/14/1942,,
boulc101,"Bouldin","Carl",09/02/1961,,,
boulj101,"Boultes","Jake",04/18/1907,,,
bourj002,"Bour","Justin",06/05/2014,,,
bourj001,"Bourgeois","Jason",09/09/2008,,,
bours001,"Bourgeois","Steve",04/03/1996,,,
bourc101,"Bourjos","Chris",08/31/1980,,,
bourp001,"Bourjos","Peter",08/03/2010,,,
bourm001,"Bourn","Michael",07/30/2006,,,
bourr001,"Bournigal","Rafael",09/01/1992,,,
bourp101,"Bourque","Pat",09/06/1971,,,
bonsn901,"Bouse","Nicholas",,,,07/14/1871
boutj101,"Bouton","Jim",04/22/1962,,,
bovem001,"Bovee","Mike",09/13/1997,,,
bovet901,"Bovey","Terry",,,,04/13/1979
bowal001,"Bowa","Larry",04/07/1970,4/6/1987,09/23/1988,
bowcb101,"Bowcock","Benny",09/18/1903,,,
bowdm001,"Bowden","Michael",08/30/2008,,,
bowdt101,"Bowden","Tim",09/17/1914,,,
bowec102,"Bowen","Chick",09/15/1919,,,
bowec101,"Bowen","Cy",04/28/1896,,,
bower002,"Bowen","Rob",09/01/2003,,,
bower001,"Bowen","Ryan",07/22/1991,,,
bowes101,"Bowen","Sam",08/25/1977,,,
bowes103,"Bowens","Sam",09/07/1963,,,
bowef102,"Bowerman","Frank",08/24/1895,4/14/1909,,
boweb101,"Bowers","Billy",04/24/1949,,,
boweb001,"Bowers","Brent",08/16/1996,,,
bowec001,"Bowers","Cedrick",07/02/2008,,,
bowes001,"Bowers","Shane",07/26/1997,,,
bowes102,"Bowers","Stew",08/05/1935,,,
bowef101,"Bowes","Frank",04/17/1890,,,
bowij001,"Bowie","Jim",08/03/1994,,,
bowim001,"Bowie","Micah",07/24/1999,,,
bowkj001,"Bowker","John",04/12/2008,,,
bowlg101,"Bowler","Grant",08/21/1931,,,
bowlb001,"Bowles","Brian",06/27/2001,,,
bowlc101,"Bowles","Charlie",09/25/1943,,,
bowle101,"Bowles","Emmett",09/12/1922,,,
bowlw101,"Bowlin","Weldon",09/16/1967,,,
bowls101,"Bowling","Steve",09/07/1976,,,
bowma101,"Bowman","Abe",05/19/1914,,,
bowmb101,"Bowman","Bill",06/18/1891,,,
bowmb102,"Bowman","Bob",04/16/1955,,,
bowmb103,"Bowman","Bob",04/21/1939,,,
bowme102,"Bowman","Elmer",08/03/1920,,,
bowme101,"Bowman","Ernie",04/12/1961,,,
bowmj101,"Bowman","Joe",04/18/1932,,,
bowmm001,"Bowman","Matt",04/06/2016,,,
bowmr101,"Bowman","Roger",09/22/1949,,,
bowms101,"Bowman","Sumner",06/11/1890,,,
bowsr101,"Bowser","Red",09/13/1910,,,
bowst101,"Bowsfield","Ted",07/20/1958,,,
bowyt001,"Bowyer","Travis",09/10/2005,,,
boxbb001,"Boxberger","Brad",06/10/2012,,,
boydb101,"Boyd","Bill",04/22/1872,09/25/1875,,10/10/1873
boydb102,"Boyd","Bob",09/08/1951,,,
boydf101,"Boyd","Frank",05/18/1893,,,
boydg101,"Boyd","Gary",08/01/1969,,,
boydj101,"Boyd","Jake",09/20/1894,,,
boydj001,"Boyd","Jason",09/10/1999,,,
boydm001,"Boyd","Matt",06/27/2015,,,
boydo001,"Boyd","Oil Can",09/13/1982,,,
boydr101,"Boyd","Ray",09/24/1910,,,
boyeb001,"Boyer","Blaine",06/12/2005,,,
boyec102,"Boyer","Clete",06/05/1955,,04/10/1980,
boyec101,"Boyer","Cloyd",04/23/1949,,04/08/1975,
boyej901,"Boyer","Jim",,,,04/18/1944
boyek101,"Boyer","Ken",04/12/1955,4/29/1978,04/06/1971,
boyld101,"Boyland","Doe",09/04/1978,,,
boylb101,"Boyle","Buzz",09/11/1929,,,
boyle101,"Boyle","Eddie",04/17/1896,,,
boylh102,"Boyle","Henry",07/09/1884,,,08/30/1886
boylj101,"Boyle","Jack",06/28/1912,,,
boylj102,"Boyle","Jack",10/08/1886,,,08/07/1888
boylj103,"Boyle","Jim",06/20/1926,,,
boylh101,"Boyles","Harry",08/03/1938,,,
bozem001,"Boze","Marshall",04/28/1996,,,
brabg101,"Brabender","Gene",05/11/1966,,,
bracb001,"Brach","Brad",08/31/2011,,,
bracs001,"Bracho","Silvino",08/30/2015,,,
bracg101,"Brack","Gibby",04/23/1937,,,
bracj102,"Bracken","Jack",08/07/1901,,,
bracj101,"Brackenridge","John",04/15/1904,,,
braca001,"Brackman","Andrew",09/22/2011,,,
bradz001,"Braddock","Zach",05/23/2010,,,
bradd002,"Braden","Dallas",04/24/2007,,,
bradd102,"Bradey","Don",09/25/1964,,,
bradb106,"Bradford","Bill",04/24/1956,,,
bradb105,"Bradford","Buddy",09/09/1966,,,
bradc001,"Bradford","Chad",08/01/1998,,,
bradc002,"Bradford","Chasen",06/25/2017,,,
bradl101,"Bradford","Larry",09/24/1977,,,
bradv101,"Bradford","Vic",05/01/1943,,,
brada101,"Bradley","Al",05/21/1884,,,
brada001,"Bradley","Archie",04/11/2015,,,
bradb101,"Bradley","Bert",09/03/1983,,,
bradb102,"Bradley","Bill",08/26/1899,7/2/1905,,
bradf101,"Bradley","Foghorn",08/23/1876,,,10/14/1875
bradf102,"Bradley","Fred",05/01/1948,,,
bradg101,"Bradley","George",04/28/1946,,,
bradg103,"Bradley","George",05/04/1875,,,07/04/1884
bradh102,"Bradley","Herb",05/09/1927,,,
bradh101,"Bradley","Hugh",04/25/1910,,,
bradj103,"Bradley","Jack",06/18/1916,,,
bradj001,"Bradley","Jackie",04/01/2013,,,
bradj002,"Bradley","Jed",09/03/2016,,,
bradm101,"Bradley","Mark",09/03/1981,,,
bradm001,"Bradley","Milton",07/19/2000,,,
bradp001,"Bradley","Phil",09/02/1983,,,
bradr001,"Bradley","Ryan",08/22/1998,,,
brads001,"Bradley","Scott",09/09/1984,,,
bradt102,"Bradley","Tom",09/09/1969,,,
bradd101,"Bradshaw","Dallas",06/05/1917,,,
bradg102,"Bradshaw","George",08/10/1952,,,
bradj101,"Bradshaw","Joe",05/09/1929,,,
bradt001,"Bradshaw","Terry",05/04/1995,,,
bradb104,"Brady","Bill",07/09/1912,,,
bradb103,"Brady","Bob",08/24/1946,,,
bradb001,"Brady","Brian",04/16/1989,,,
bradc101,"Brady","Cliff",08/08/1920,,,
bradd001,"Brady","Doug",09/05/1995,,,
bradj901,"Brady","Jackson",,,,08/25/1887
bradj102,"Brady","Jim",05/12/1956,,,
bradk101,"Brady","King",09/21/1905,,,
bradm002,"Brady","Michael",06/20/2017,,,
bradn101,"Brady","Neal",09/25/1915,,,
bradu102,"Brady","Spike",09/25/1875,,,
brads101,"Brady","Steve",07/23/1874,,,
bradu901,"Brady",,,,,05/22/1877
bragb101,"Bragan","Bobby",04/16/1940,4/17/1956,04/12/1960,
bragj801,"Bragan","Jimmy",,,04/10/1967,
bragd001,"Bragg","Darren",04/12/1994,,,
bragd101,"Braggins","Dick",05/16/1901,,,
bragg001,"Braggs","Glenn",07/18/1986,,,
braid101,"Brain","Dave",04/24/1901,,,
braia102,"Brainard","Asa",05/05/1871,,,08/22/1872
braif101,"Brainard","Fred",10/06/1914,,,
braia101,"Braithwood","Al",09/01/1915,,,
brame101,"Brame","Erv",04/14/1928,,,
brama101,"Bramhall","Art",04/18/1935,,,
branr103,"Branca","Ralph",06/12/1944,,,
brana101,"Brancato","Al",09/07/1939,,,
branh101,"Branch","Harvey",09/18/1962,,,
brann101,"Branch","Norm",05/05/1941,,,
branr102,"Branch","Roy",09/11/1979,,,
branr101,"Brand","Ron",05/26/1963,,,
branm002,"Brandenburg","Mark",07/20/1995,,,
branc101,"Brandom","Chick",09/03/1908,,,
branb102,"Brandon","Bucky",04/19/1966,,,
branb101,"Brandt","Bill",09/20/1941,,,
brane101,"Brandt","Ed",04/15/1928,,,
branj101,"Brandt","Jackie",04/21/1956,,,
brano101,"Brannan","Otis",04/11/1928,,,
branm102,"Brannock","Mike",10/21/1871,,,
brand101,"Branom","Dud",04/12/1927,,,
brank101,"Bransfield","Kitty",08/22/1898,,,04/11/1917
branj002,"Branson","Jeff",04/12/1992,,03/31/2014,
branm101,"Brant","Marshall",10/01/1980,,,
branc001,"Brantley","Cliff",09/03/1991,,,
branj001,"Brantley","Jeff",08/05/1988,,,
branm003,"Brantley","Michael",09/01/2009,,,
branm001,"Brantley","Mickey",08/09/1986,,04/05/1999,
branr002,"Brantly","Rob",08/14/2012,,,
branr001,"Branyan","Russell",09/26/1998,,,
brask101,"Brashear","Kitty",06/25/1899,,,
brasr101,"Brashear","Roy",04/25/1902,,,
brasr001,"Brasier","Ryan",05/02/2013,,,
bratj101,"Bratcher","Joe",08/26/1924,,,
bratf101,"Bratschi","Fred",07/24/1921,,,
braus002,"Brault","Steven",07/05/2016,,,
brauj101,"Braun","John",10/02/1964,,,
braur002,"Braun","Ryan",05/25/2007,,,
braur001,"Braun","Ryan",09/02/2006,,,
braus001,"Braun","Steve",04/06/1971,,04/09/1990,
brava101,"Bravo","Angel",06/06/1969,,,
braxg101,"Braxton","Garland",05/27/1921,,,
brayb001,"Bray","Bill",06/03/2006,,,
brayb101,"Bray","Buster",04/18/1941,,,
brazc001,"Brazell","Craig",08/17/2004,,,
brazd001,"Brazelton","Dewon",09/13/2002,,,
brazf101,"Brazill","Frank",04/13/1921,,,
braza101,"Brazle","Al",07/25/1943,,,
brazy001,"Brazoban","Yhency",08/05/2004,,,
breal001,"Brea","Leslie",08/13/2000,,,
breas001,"Bream","Sid",09/01/1983,,,
breaj101,"Breazeale","Jim",09/13/1969,,,
brebj001,"Brebbia","John",05/28/2017,,,
brech101,"Brecheen","Harry",04/22/1940,,04/13/1954,
brecb101,"Breckinridge","Bill",06/30/1929,,,
bredg901,"Bredberg","A.C.",,,,05/08/1877
bredb001,"Brede","Brent",09/08/1996,,,
breed101,"Breeden","Danny",07/24/1969,,,
breeh101,"Breeden","Hal",04/07/1971,,,
breej801,"Breeden","Joe",,,04/25/1995,
brees801,"Breeden","Scott",,,04/07/1986,
breem101,"Breeding","Marv",04/19/1960,,,
brega001,"Bregman","Alex",07/25/2016,,,
breif001,"Breining","Fred",09/04/1980,,,
breia101,"Breitenstein","Alonzo",07/07/1883,,,
breit101,"Breitenstein","Ted",04/28/1891,,,07/02/1900
bremh101,"Bremer","Herb",09/16/1937,,,
bremn901,"Bremigan","Nick",,,,04/05/1974
brens101,"Brenegan","Sam",04/24/1914,,,
brenb001,"Brenly","Bob",08/14/1981,4/3/2001,04/06/1992,
brena101,"Brennan","Ad",05/19/1910,,,
brenb901,"Brennan","Bill",,,,09/18/1909
brend101,"Brennan","Don",04/16/1933,,,
brenj102,"Brennan","Jack",04/20/1884,,,08/11/1888
brenj901,"Brennan","Jack",,,,05/01/1884
brent001,"Brennan","Tom",09/05/1981,,,
brenw001,"Brennan","William",07/19/1988,,,
brenj101,"Brenneman","Jim",07/09/1965,,,
brenb102,"Brenner","Bert",09/21/1912,,,
brenl101,"Brenton","Lynn",08/10/1913,,,
brenb002,"Brentz","Bryce",09/17/2014,,,
brenb101,"Brenzel","Bill",04/13/1932,,,
bresc001,"Breslow","Craig",07/23/2005,,,
bresr102,"Bresnahan","Roger",08/27/1897,4/14/1909,04/14/1925,
bresr101,"Bressler","Rube",04/24/1914,,,
brese101,"Bressoud","Eddie",06/14/1956,,,
bretj101,"Breton","Jim",08/25/1913,,,
bretd101,"Brett","Duke",08/08/1924,,,
bretg001,"Brett","George",08/02/1973,,05/30/2013,
bretk101,"Brett","Ken",09/27/1967,,,
bretr001,"Brett","Ryan",04/18/2015,,,
breum101,"Breuer","Marv",05/04/1939,,,
brewb001,"Brewer","Billy",04/08/1993,,,
brewc001,"Brewer","Charles",06/10/2013,,,
brewj101,"Brewer","Jack",07/15/1944,,,
brewj102,"Brewer","Jim",07/17/1960,,04/09/1977,
brewm001,"Brewer","Mike",06/11/1986,,,
brewr001,"Brewer","Rod",09/05/1990,,,
brewt101,"Brewer","Tom",04/18/1954,,,
brewt001,"Brewer","Tony",08/01/1984,,,
brewj001,"Brewington","Jamie",07/24/1995,,,
brewc101,"Brewster","Charlie",05/02/1943,,,
brica101,"Brice","Alan",09/22/1961,,,
brica001,"Brice","Austin",08/12/2016,,,
bricf101,"Brickell","Fred",08/19/1926,,,
bricf102,"Brickell","Fritz",04/30/1958,,,
bricg101,"Brickley","George",09/26/1913,,,
bricr101,"Brickner","Ralph",05/04/1952,,,
bridj101,"Brideweser","Jim",09/29/1951,,,
bridm101,"Bridges","Marshall",06/17/1959,,,
bridr101,"Bridges","Rocky",04/17/1951,,04/10/1962,
bridt101,"Bridges","Tommy",08/13/1930,,,
brida101,"Bridwell","Al",04/16/1905,,,
bridp001,"Bridwell","Parker",08/21/2016,,,
brieb101,"Brief","Bunny",09/22/1912,,,
brigb101,"Briggs","Buttons",04/23/1896,,,
brigc101,"Briggs","Charlie",05/02/1884,,,
brigd101,"Briggs","Dan",09/10/1975,,,
brigg101,"Briggs","Grant",04/17/1890,,,
brigj101,"Briggs","John",04/17/1956,,,
brigj102,"Briggs","John",04/17/1964,,,
brigw901,"Briggs","Warren",,,,05/26/1874
brigj001,"Brigham","Jake",06/30/2015,,,
brigh101,"Bright","Harry",07/25/1958,,,
brigr001,"Brignac","Reid",07/04/2008,,,
briln101,"Briles","Nelson",04/19/1965,,,
brilg001,"Briley","Greg",06/27/1988,,,
brilf101,"Brill","Frank",06/23/1884,,,
brilj101,"Brillheart","Jim",04/17/1922,,,
brinb001,"Brink","Brad",05/17/1992,,,
brinb101,"Brinker","Bill",04/24/1912,,,
brinc101,"Brinkman","Chuck",07/10/1969,,,
brine101,"Brinkman","Ed",09/06/1961,,04/07/1979,
brinj901,"Brinkman","Joe",,,,09/06/1972
brinl101,"Brinkopf","Leon",04/18/1952,,,
brinl001,"Brinson","Lewis",06/11/2017,,,
briof101,"Briody","Fatty",06/16/1880,,,09/26/1881
brism901,"Briscese","Mike",,,,04/17/1979
brisj001,"Briscoe","John",04/18/1991,,,
brisl101,"Brissie","Lou",09/28/1947,,,
brisd801,"Bristol","Dave",,7/14/1966,04/15/1966,
brisg101,"Bristow","George",04/15/1899,,,
britb001,"Brito","Bernardo",09/15/1992,,,
brite001,"Brito","Eude",08/21/2005,,,
britj001,"Brito","Jorge",04/30/1995,,,
britj002,"Brito","Juan",05/03/2002,,,
brits001,"Brito","Socrates",09/08/2015,,,
britt001,"Brito","Tilson",04/01/1996,,,
britj103,"Britt","Jim",05/02/1872,,,
britg102,"Brittain","Gus",07/22/1937,,,
britj102,"Brittin","Jack",09/15/1950,,,
britc001,"Britton","Chris",04/12/2006,,,
britd001,"Britton","Drake",07/20/2013,,,
britg101,"Britton","Gil",09/20/1913,,,
britj101,"Britton","Jim",09/20/1967,,,
britz001,"Britton","Zach",04/03/2011,,,
brizt001,"Brizzolara","Tony",05/19/1979,,,
broaj101,"Broaca","Johnny",06/02/1934,,,
broal001,"Broadway","Lance",09/07/2007,,,
broam001,"Broadway","Mike",06/13/2015,,,
brobp101,"Broberg","Pete",06/20/1971,,,
brocd001,"Brocail","Doug",09/08/1992,,06/14/2011,
brocc001,"Brock","Chris",06/11/1997,,,
brocg001,"Brock","Greg",09/01/1982,,,
brocj101,"Brock","John",08/10/1917,,,
brocl102,"Brock","Lou",09/10/1961,,,
broct001,"Brock","Tarrik",03/29/2000,,04/01/2014,
brocl101,"Brockett","Lew",04/25/1907,,,
brocf901,"Brocklander","Fred",,,,04/05/1979
brocj901,"Brockway","John",,,,05/17/1877
brodb001,"Broderick","Brian",04/03/2011,,,
brodm101,"Broderick","Matt",05/01/1903,,,
brods101,"Brodie","Steve",04/21/1890,,,
brodd101,"Brodowski","Dick",06/15/1952,,,
broge101,"Broglio","Ernie",04/11/1959,,,
brogr001,"Brogna","Rico",08/08/1992,,,
brohj101,"Brohamer","Jack",04/18/1972,,,
broht001,"Brohawn","Troy",04/14/2001,,,
bronk101,"Brondell","Ken",05/03/1944,,,
bronj001,"Bronkey","Jeff",05/02/1993,,,
bronh101,"Bronkie","Herman",09/20/1910,,,
bronj101,"Bronstad","Jim",06/07/1959,,,
brooi101,"Brookens","Ike",06/17/1975,,,
broot001,"Brookens","Tom",07/10/1979,,04/05/2010,
brooa001,"Brooks","Aaron",05/03/2014,,,
broob101,"Brooks","Bobby",09/01/1969,,,
broof001,"Brooks","Frank",08/27/2004,,,
brooh001,"Brooks","Hubie",09/04/1980,,,
brooj001,"Brooks","Jerry",09/06/1993,,,
broom101,"Brooks","Mandy",05/30/1925,,,
bross001,"Brosius","Scott",08/07/1991,,,
bross101,"Broskie","Sig",09/11/1940,,,
brosj101,"Brosnan","Jim",04/15/1954,,,
brost001,"Bross","Terry",09/04/1991,,,
brosf101,"Brosseau","Frank",09/10/1969,,,
brotr001,"Brothers","Rex",06/06/2011,,,
brott101,"Brottem","Tony",04/17/1916,,,
brouc101,"Broughton","Cal",05/02/1883,,,
broum001,"Brouhard","Mark",04/12/1980,,,
broub001,"Broussard","Ben",06/22/2002,,,
broua101,"Brouthers","Art",04/14/1906,,,
broud101,"Brouthers","Dan",06/23/1879,,,
brovj101,"Brovia","Joe",07/03/1955,,,
brows002,"Brow","Scott",04/28/1993,,,
browb002,"Brower","Bob",09/03/1986,,,
browf102,"Brower","Frank",08/14/1920,,,
browj003,"Brower","Jim",09/05/1999,,,
browl106,"Brower","Louis",06/13/1931,,,
browa001,"Brown","Adrian",05/16/1997,,,
browa101,"Brown","Alton",04/21/1951,,,
browa003,"Brown","Andrew",06/12/2011,,,
browa002,"Brown","Andrew",08/13/2006,,,
browb104,"Brown","Bill",08/15/1912,,,
browb103,"Brown","Boardwalk",09/27/1911,,,
browb106,"Brown","Bob",04/21/1930,,,
browb001,"Brown","Bobby",04/05/1979,,,
browb105,"Brown","Bobby",09/22/1946,,,
browb003,"Brown","Brant",06/15/1996,,,
browb005,"Brown","Brooks",07/06/2014,,,
browb901,"Brown","Bud",,,,04/14/1979
browb102,"Brown","Buster",06/22/1905,,,
browc101,"Brown","Charlie",08/04/1897,,,
browc002,"Brown","Chris",09/03/1984,,,
browc103,"Brown","Clint",09/27/1928,,,
browc003,"Brown","Corey",09/06/2011,,,
browc104,"Brown","Curly",09/08/1911,,,
browc001,"Brown","Curt",06/10/1983,,,
browc102,"Brown","Curtis",05/27/1973,,,
browd801,"Brown","Daren",,8/9/2010,05/03/2013,
browd001,"Brown","Darrell",04/11/1981,,,
browd002,"Brown","Dee",09/14/1998,,,
browd103,"Brown","Delos",06/12/1914,,,
browd102,"Brown","Dick",06/20/1957,,,
browd004,"Brown","Domonic",07/28/2010,,,
browd901,"Brown","Doug",,,,05/03/1979
browd101,"Brown","Drummond",04/25/1913,,,
browd003,"Brown","Dusty",06/23/2009,,,
browe103,"Brown","Ed",08/19/1882,,,
browe102,"Brown","Eddie",09/26/1920,,,
browe101,"Brown","Elmer",09/16/1911,,,
browe001,"Brown","Emil",04/03/1997,,,
browf101,"Brown","Fred",05/04/1901,,,
browf801,"Brown","Freeman",,05/01/1882,,
browg001,"Brown","Gary",09/03/2014,,,
browg101,"Brown","Gates",06/19/1963,,04/07/1978,
browh101,"Brown","Hal",04/19/1951,,,
browi101,"Brown","Ike",06/17/1969,,,
browj902,"Brown","J.",,,,08/22/1887
browj109,"Brown","Jackie",07/02/1970,,04/07/1979,
browj105,"Brown","Jake",05/17/1975,,,
browj004,"Brown","Jamie",05/20/2004,,,
browj002,"Brown","Jarvis",07/02/1991,,,
browj901,"Brown","Jeff",,,,08/25/1978
